,material,vbm_cubic,cbm_cubic,vbm_k_pbe,cbm_k_pbe,gap_cubic,vbm_I4,cbm_I4,angle_0,gap_I4,vbm_pnma,cbm_pnma,angle_a,angle_c,gap_pnma,gap_cubic_I4,vb_cubic_I4,cb_cubic_I4,gap_cubic_pnma,vb_cubic_pnma,cb_cubic_pnma
95,SnGeO,7.2853,7.5829,4,1,0.2976000000000001,7.8627,7.3474,170.8356087245409,-0.5152999999999999,7.1736,7.3902,170.39537097708646,173.88445849303642,0.21659999999999968,0.8129,0.5773999999999999,-0.23550000000000004,0.0810000000000004,-0.11169999999999991,-0.19270000000000032
96,SnHfO,4.1308,6.8232,4,4,2.6924,5.4345,6.7016,153.01657445537433,1.2671000000000001,4.5706,8.0875,158.81988864819232,40.33822239857271,3.5169000000000006,1.4253,1.3037,-0.12159999999999993,0.8245000000000005,0.43979999999999997,1.2643000000000004
97,SnSiO,9.4339,11.6474,4,1,2.2135,9.4407,11.6491,179.99112492585755,2.208400000000001,9.4244,11.6566,179.98941216484016,179.99406275671188,2.232199999999999,0.005099999999998772,0.006800000000000139,0.001700000000001367,0.01869999999999905,-0.009499999999999176,0.009199999999999875
98,SnSnO,5.9757,8.6657,4,1,2.6899999999999995,,,157.38013505196082,,6.1679,8.1681,156.59909896053708,164.83960427698588,2.0002000000000004,,,,0.6897999999999991,0.1922000000000006,-0.4975999999999985
99,SnTiO,6.0815,8.0261,4,1,1.9445999999999994,6.4536,7.973,161.56031954517704,1.5194,6.3467,7.7696,164.56209606668247,39.61746241688944,1.4228999999999994,0.42519999999999936,0.37209999999999965,-0.0530999999999997,0.5217,0.2652000000000001,-0.25649999999999995
100,SnZrO,5.3136,7.9901,4,4,2.6765,6.3656,8.4691,150.77217566025482,2.1034999999999995,5.8144,9.2332,157.073419365865,40.54120540185712,3.4188,0.5730000000000004,1.0519999999999996,0.4789999999999992,0.7423000000000002,0.5007999999999999,1.2431
101,SrGeO,3.3888,5.3801,20,1,1.9912999999999998,3.3563,5.3434,65.0665586740474,1.9870999999999999,3.3094,5.5165,173.5869933961333,171.0777399066749,2.2070999999999996,0.0041999999999999815,-0.03249999999999975,-0.03669999999999973,0.21579999999999977,-0.07939999999999969,0.13640000000000008
102,SrHfO,1.4544,6.7861,20,1,5.3317000000000005,1.3769999999999998,6.6561,156.37737657757518,5.279100000000001,1.073,6.9513,157.8544831999771,156.970740035905,5.878299999999999,0.05259999999999998,-0.07740000000000014,-0.1299999999999999,0.5465999999999989,-0.38139999999999996,0.16519999999999957
103,SrSiO,4.5851,9.3029,20,1,4.7177999999999995,4.5902,9.3045,179.9911984751335,4.714300000000001,4.5927,9.3075,179.9854438837159,38.93213776115708,4.714799999999999,0.0034999999999989484,0.0051000000000005485,0.0016000000000016001,0.0030000000000001137,0.007600000000000051,0.0045999999999999375
104,SrSnO,3.3537,6.4906,20,1,3.1369,3.2303,6.5674,155.30151218570091,3.3371,2.9276,6.535,155.99541571578845,155.7573689143185,3.6074,0.20020000000000016,-0.12339999999999973,0.07680000000000042,0.47050000000000036,-0.4260999999999999,0.04440000000000044
105,SrTiO,2.4618,5.7455,20,1,3.2836999999999996,2.4591,5.7425,176.76229888077134,3.2834,2.3627,5.7446,172.2034766824921,169.14426665183348,3.3819000000000004,0.0002999999999997449,-0.0027000000000003688,-0.0030000000000001137,0.09820000000000073,-0.09910000000000041,-0.0008999999999996788
106,SrZrO,2.8036,7.7102,20,1,4.906600000000001,2.7582,7.6079,153.9154314953561,4.8497,2.44,7.8532,155.4711214273825,154.72792760509674,5.4132,0.05690000000000062,-0.045399999999999885,-0.1023000000000005,0.5065999999999988,-0.3635999999999999,0.1429999999999998
107,YAlO,4.7891,9.2112,20,1,4.4220999999999995,4.3409,9.15,154.79925082935122,4.8091,3.5672,11.0825,151.31988617039738,151.618100840862,7.5153,0.38700000000000045,-0.44819999999999993,-0.06119999999999948,3.0932000000000004,-1.2219000000000002,1.8712999999999997
108,YGaO,3.7572,8.0525,20,1,4.2953,3.2571,8.151,148.28614197886827,4.8939,2.5887,8.3981,145.24799679046302,144.0710917764444,5.8094,0.5986000000000002,-0.5001000000000002,0.09849999999999959,1.5141,-1.1685000000000003,0.34559999999999924
109,YInO,4.4817,7.266,20,1,2.7843,4.1754,7.7564,139.42873844828912,3.5810000000000004,3.2915,7.6122,136.93534306729376,132.1691469579554,4.3206999999999995,0.7967000000000004,-0.30630000000000024,0.49040000000000017,1.5363999999999995,-1.1902,0.3461999999999996
110,YTlO,4.8416,5.4651,20,1,0.6234999999999999,4.3117,5.348,134.52927952438787,1.0362999999999998,3.1214,5.0359,131.34736895952702,128.54066618716934,1.9144999999999999,0.41279999999999983,-0.5298999999999996,-0.11709999999999976,1.291,-1.7201999999999997,-0.4291999999999998
111,ZnGeO,3.3945,4.4127,10,1,1.0182000000000002,3.2084,6.4678,144.31172790992812,3.2594000000000003,2.9815,6.8273,140.64244675645105,140.71872208933192,3.8458,2.2412,-0.1860999999999997,2.0551000000000004,2.8276,-0.4129999999999998,2.4146
112,ZnHfO,0.7576,0.6781,10,1,-0.07950000000000002,1.2082,3.2401,139.89501419353348,2.0319000000000003,1.43,6.1894,132.9617947105209,135.49230125528393,4.7594,2.1114,0.4505999999999999,2.562,4.838900000000001,0.6723999999999999,5.5113
113,ZnSiO,4.9799,6.4633,10,1,1.4834000000000005,,,158.97436759725082,,4.4601,10.2751,147.10532006467238,146.71965995807972,5.815,,,,4.3316,-0.5198,3.8118
114,ZnSnO,2.8939999999999997,3.1672,10,1,0.2732000000000001,3.3165,5.2691,139.53688467443078,1.9526,3.4305,6.4068,132.8273756207058,133.29176208231522,2.9762999999999997,1.6793999999999998,0.4225000000000003,2.1019,2.7030999999999996,0.5365000000000002,3.2396
115,ZnTiO,2.0867,2.7141,10,1,0.6274000000000002,2.292,5.2137,142.09608803902668,2.9217000000000004,2.2202,5.9162,137.71179698350775,140.30196101329122,3.6959999999999997,2.2943000000000002,0.20529999999999982,2.4996,3.0685999999999996,0.13350000000000017,3.2020999999999997
116,ZnZrO,2.1406,1.9638,10,1,-0.17680000000000007,2.7659,4.7351,139.10282218432138,1.9692000000000003,3.1564,8.0227,131.65861719089574,134.1442300320453,4.866300000000001,2.1460000000000004,0.6252999999999997,2.7713,5.043100000000001,1.0158,6.0589
